31.634942,0.031250,0,1,0,3.922550
31.244406,0.062500,0,2,0,4.600955
31.284936,0.015625,0,3,0,1.717857
31.204398,0.078125,0,4,0,7.982464
31.409700,0.015625,0,5,0,1.319783
31.275428,0.015625,0,6,0,3.041941
31.262051,0.015625,0,7,0,1.429663
31.388959,0.125000,0,8,0,6.088560
31.351340,0.171875,0,9,0,8.386263
31.357843,0.078125,0,10,0,3.269641
31.222759,0.015625,0,11,0,1.576762
31.230244,0.031250,0,12,0,3.812073
31.252652,0.078125,0,13,0,2.714978
31.303380,0.109375,0,14,0,6.266826
31.260687,0.031250,0,15,0,3.622823
31.316141,0.015625,0,16,0,2.633667
31.424902,0.015625,0,17,0,1.576253
31.239154,0.156250,0,18,0,6.787493
31.272439,0.031250,0,19,0,5.601832
31.247628,0.015625,0,20,0,1.535626
31.381531,0.031250,0,21,0,3.163945
31.415047,0.015625,0,22,0,3.341240
31.226353,0.015625,0,23,0,3.111519
31.234242,0.031250,0,24,0,3.585811
31.265957,0.109375,0,25,0,6.760963
31.232546,0.046875,0,26,0,4.213150
31.506959,0.031250,0,27,0,3.414753
31.405086,0.015625,0,28,0,3.484236
31.287343,0.015625,0,29,0,1.499668
31.403982,0.015625,0,30,0,4.605543
31.222755,0.015625,0,31,0,4.624185
31.249638,0.015625,0,32,0,4.177282
31.300596,0.031250,0,33,0,4.143650
31.302069,0.078125,0,34,0,3.687601
31.247843,0.031250,0,35,0,3.227627
31.261906,0.015625,0,36,0,1.457488
31.263874,0.015625,0,37,0,2.566702
31.251886,0.031250,0,38,0,5.373949
31.289512,0.031250,0,39,0,3.475121
31.240014,0.015625,0,40,1,1.379735
31.264321,0.015625,0,41,1,1.527337
31.267171,0.031250,0,42,1,3.506608
31.368784,0.046875,0,43,1,2.958300
31.263722,0.031250,0,44,1,3.488501
31.361676,0.031250,0,45,1,3.299288
31.247845,0.015625,0,46,1,1.273408
31.375813,0.093750,0,47,1,3.207527
31.223009,0.109375,0,48,1,5.160808
31.444665,0.078125,0,49,1,3.871654
31.236418,0.078125,0,50,1,5.251801
31.233015,0.015625,0,51,1,2.242047
31.243659,0.031250,0,52,1,2.967441
31.247232,0.015625,0,53,1,1.656362
31.223753,0.015625,0,54,1,1.561284
31.280015,0.078125,0,55,1,5.316618
31.221972,0.078125,0,56,1,3.616115
31.262511,0.109375,0,57,1,4.967933
31.314115,0.031250,0,58,1,4.817164
31.446599,0.046875,0,59,1,3.806338
31.374915,0.093750,0,60,1,6.448463
31.339072,0.140625,0,61,1,4.928587
31.333423,0.031250,0,62,1,3.824647
31.236042,0.156250,0,63,1,6.286461
31.235088,0.046875,0,64,1,4.077572
31.221547,0.031250,0,65,1,4.089739
31.428499,0.031250,0,66,1,2.541958
31.412260,0.031250,0,67,1,0.726148
31.218716,0.125000,0,68,1,3.542779
31.223560,0.140625,0,69,1,7.445488
31.226517,0.015625,0,70,1,1.215942
31.355346,0.031250,0,71,1,3.760184
31.450227,0.015625,0,72,1,1.008039
31.231615,0.046875,0,73,1,4.657147
31.315813,0.031250,0,74,1,2.289722
31.409608,0.140625,0,75,1,6.236580
31.414567,0.046875,0,76,1,2.151345
31.209116,0.125000,0,77,1,5.639817
31.217634,0.031250,0,78,1,2.965980
31.244028,0.140625,0,79,1,8.603427
31.223222,0.125000,0,80,2,6.023972
31.250948,0.046875,0,81,2,3.202199
31.245231,0.031250,0,82,2,3.750465
31.278976,0.140625,0,83,2,8.292124
31.416060,0.031250,0,84,2,3.944281
31.220931,0.031250,0,85,2,4.529240
31.212188,0.062500,0,86,2,3.969149
31.226560,0.015625,0,87,2,3.924953
31.227792,0.031250,0,88,2,2.747797
31.238603,0.109375,0,89,2,6.733335
31.390659,0.093750,0,90,2,3.612759
31.266817,0.015625,0,91,2,1.371517
31.299998,0.031250,0,92,2,3.186881
31.337794,0.031250,0,93,2,2.830042
31.253024,0.093750,0,94,2,8.950409
31.296388,0.109375,0,95,2,5.966872
31.221732,0.031250,0,96,2,4.452471
31.224458,0.109375,0,97,2,6.646150
31.227520,0.156250,0,98,2,6.073995
31.222271,0.031250,0,99,2,4.601175
31.321198,0.093750,0,100,2,2.573851
31.496233,0.046875,0,101,2,2.692151
31.245934,0.015625,0,102,2,1.375316
31.291090,0.015625,0,103,2,1.527616
31.243513,0.125000,0,104,2,9.173995
31.227052,0.140625,0,105,2,6.703099
31.225854,0.015625,0,106,2,1.869119
31.239313,0.125000,0,107,2,8.355317
31.225656,0.171875,0,108,2,7.221194
31.260905,0.046875,0,109,2,3.918722
31.224950,0.015625,0,110,2,3.216403
31.424973,0.031250,0,111,2,3.054295
31.217148,0.156250,0,112,2,8.157132
31.371056,0.171875,0,113,2,7.451974
31.437389,0.093750,0,114,2,3.920051
31.317639,0.140625,0,115,2,7.299457
31.581339,0.031250,0,116,2,2.598130
31.328491,0.125000,0,117,2,5.209940
31.250804,0.062500,0,118,2,4.328945
31.220283,0.140625,0,119,2,7.799839
31.224908,0.093750,0,120,3,4.317514
31.299682,0.015625,0,121,3,3.787843
31.256272,0.140625,0,122,3,5.683314
31.309327,0.046875,0,123,3,4.509653
31.349839,0.031250,0,124,3,6.816013
31.206757,0.109375,0,125,3,5.300627
31.343018,0.031250,0,126,3,3.031801
31.237153,0.015625,0,127,3,3.728518
31.227053,0.156250,0,128,3,6.700136
31.228075,0.031250,0,129,3,2.691358
31.223344,0.109375,0,130,3,7.082788
31.216260,0.156250,0,131,3,7.964959
31.238641,0.031250,0,132,3,2.807511
31.389373,0.156250,0,133,3,7.630004
31.357594,0.031250,0,134,3,2.846608
31.218053,0.109375,0,135,3,7.025409
31.233198,0.140625,0,136,3,5.752472
31.348818,0.031250,0,137,3,2.629162
31.267584,0.140625,0,138,3,7.783694
31.596010,0.140625,0,139,3,5.938668
31.299218,0.031250,0,140,3,4.398784
31.379681,0.031250,0,141,3,4.334929
31.390047,0.015625,0,142,3,1.434844
31.447296,0.125000,0,143,3,7.173048
31.221186,0.156250,0,144,3,6.950588
31.303888,0.156250,0,145,3,7.447258
31.223523,0.125000,0,146,3,7.717951
31.540239,0.078125,0,147,3,5.631861
31.326848,0.031250,0,148,3,5.140150
31.237193,0.031250,0,149,3,6.448261
31.386566,0.203125,0,150,3,7.684952
31.260034,0.078125,0,151,3,4.001307
31.226475,0.156250,0,152,3,8.389310
31.232952,0.046875,0,153,3,3.224379
31.224980,0.078125,0,154,3,3.615539
31.292518,0.140625,0,155,3,9.415089
31.226083,0.171875,0,156,3,7.724171
31.231426,0.078125,0,157,3,5.755404
31.222122,0.015625,0,158,3,1.201356
31.235267,0.109375,0,159,3,6.993100
31.231033,0.031250,0,160,4,3.380113
31.229768,0.015625,0,161,4,3.019808
31.292863,0.171875,0,162,4,8.783331
31.344530,0.031250,0,163,4,2.722558
31.375918,0.125000,0,164,4,7.370504
31.211171,0.156250,0,165,4,7.283454
31.370193,0.031250,0,166,4,2.823853
31.217860,0.140625,0,167,4,7.119906
31.227488,0.140625,0,168,4,7.623501
31.514388,0.171875,0,169,4,7.590374
31.249391,0.218750,0,170,4,9.062050
31.224886,0.156250,0,171,4,6.725344
31.231347,0.171875,0,172,4,5.656545
31.413910,0.078125,0,173,4,3.419609
31.219539,0.140625,0,174,4,5.875822
31.235456,0.156250,0,175,4,5.856777
31.258335,0.156250,0,176,4,6.242916
31.327557,0.187500,0,177,4,6.587780
31.311931,0.140625,0,178,4,3.326827
31.340816,0.140625,0,179,4,6.600023
31.346830,0.140625,0,180,4,5.428294
31.219093,0.125000,0,181,4,3.087358
31.215978,0.156250,0,182,4,7.297795
31.367827,0.093750,0,183,4,4.702030
31.312766,0.031250,0,184,4,3.492724
31.261264,0.125000,0,185,4,5.203047
31.242867,0.156250,0,186,4,7.643954
31.289792,0.171875,0,187,4,7.371917
31.297685,0.125000,0,188,4,4.650208
31.208037,0.125000,0,189,4,6.089885
31.216759,0.203125,0,190,4,7.006983
31.222320,0.140625,0,191,4,6.603059
31.303356,0.093750,0,192,4,4.200393
31.317422,0.140625,0,193,4,7.233151
31.275781,0.125000,0,194,4,7.084576
31.479329,0.093750,0,195,4,4.252942
31.399824,0.156250,0,196,4,6.760986
31.219171,0.140625,0,197,4,3.882107
31.446743,0.109375,0,198,4,4.779242
31.242219,0.171875,0,199,4,7.940253
31.217940,0.156250,0,200,5,6.685216
