seed_4_job_63567,0.140625,48.17134703699999676018705941,300,30,10
seed_4_job_63567,0.171875,96.5059515260000040370869101,600,30,20
seed_4_job_63567,0.171875,145.1196916890000068178778747,900,30,30
seed_4_job_63567,0.171875,193.8552458249999972395016812,1200,30,40
seed_4_job_63567,0.171875,243.1074424809999925400916254,1500,30,50
seed_4_job_63567,0.171875,292.0396671689999834597983863,1800,30,60
seed_4_job_63567,0.1875,340.9619366640000066581706051,2100,30,70
seed_4_job_63567,0.1875,389.9023731990000101177429315,2400,30,80
seed_4_job_63567,0.1875,438.7762074269999743592052255,2700,30,90
seed_4_job_63567,0.1875,487.9186945800000216877378989,3000,30,100
seed_4_job_63567,0.203125,537.0114832819999719504266977,3300,30,110
seed_4_job_63567,0.203125,586.3602377830000023095635697,3600,30,120
seed_4_job_63567,0.203125,635.3203323960000261649838649,3900,30,130
seed_4_job_63567,0.203125,684.3944244040000057793804444,4200,30,140
seed_4_job_63567,0.203125,733.6844820180000397158437409,4500,30,150
seed_4_job_63567,0.203125,782.723529193999979725049343,4800,30,160
seed_4_job_63567,0.203125,831.6740650250000044252374209,5100,30,170
seed_4_job_63567,0.203125,880.9081055870000227514537983,5400,30,180
seed_4_job_63567,0.203125,930.3180080299999872295302339,5700,30,190
seed_4_job_63567,0.203125,979.7377570280000327329616994,6000,30,200
seed_4_job_63567,0.203125,1077.028597849000107089523226,6600,30,220
seed_4_job_63567,0.203125,1174.459831836999910592567176,7200,30,240
seed_4_job_63567,0.203125,1271.688689586999998937244527,7800,30,260
seed_4_job_63567,0.203125,1368.434850231999917014036328,8400,30,280
seed_4_job_63567,0.203125,1465.73508666199995786882937,9000,30,300
seed_4_job_63567,0.203125,1562.439198145000091244583018,9600,30,320
seed_4_job_63567,0.203125,1659.473717886000031285220757,10200,30,340
seed_4_job_63567,0.203125,1756.077486133000093104783446,10800,30,360
seed_4_job_63567,0.203125,1852.12853892899988750286866,11400,30,380
seed_4_job_63567,0.203125,1948.529932942999948863871396,12000,30,400
seed_4_job_63567,0.203125,2045.497548888999972405144945,12600,30,420
seed_4_job_63567,0.203125,2142.061133361999964108690619,13200,30,440
seed_4_job_63567,0.203125,2239.100526661000003514345735,13800,30,460
seed_4_job_63567,0.203125,2335.895774199999777920311317,14400,30,480
seed_4_job_63567,0.25,2431.762059110999871336389333,15000,30,500
