t,f,solution,step
3.407785415649414,-987.0938732445604,0,999
3.988053798675537,-729.0827809770185,1,1998
4.931564807891846,-705.7371085728452,2,3668
6.131878852844238,-654.9227476431661,4,5666
8.66304063796997,-528.4945957358556,5,9753
11.154695510864258,-364.89622304643893,6,13370
24.811918020248413,254.97464209566223,8,32806
60.36180591583252,331.57106336330406,10,82740
173.30903315544128,870.4046956681664,11,238513
359.0027554035187,1374.2697025043644,15,485940
483.0795376300812,1435.192490815868,17,657606
485.1356449127197,1474.8723403477977,18,660672
529.3605370521545,1696.8930704074346,25,723832
706.881677865982,1836.5497000323364,38,993356
1125.4526455402374,1836.5497000323364,309,1652421
