t,f,solution,step
3.9474453926086426,4.6466193199157715,0,4801
4.248710632324219,5.0,1,5797
21.649597644805908,5.057513236999512,6,19165
23.723180532455444,5.256890773773193,12,25139
28.552847862243652,6.1865620613098145,13,29940
42.570157289505005,6.401778697967529,15,35704
99.17952466011047,7.00897216796875,25,49188
142.53526973724365,22.182109832763672,44,71419
2210.6371264457703,22.761905670166016,464,676046
3360.8825764656067,22.924222946166992,845,1260296
3364.3072068691254,23.42949104309082,846,1262084
6013.333488941193,23.61176872253418,1437,2642363
6072.315183877945,24.29568862915039,1460,2673063
6232.2618181705475,29.192428588867188,1522,2758205
6288.969633340836,30.419681549072266,1543,2787708
7202.668676614761,30.419681549072266,1807,3259599
