t,f,solution,step
4.063608646392822,-177.54431819944296,0,58
4.147826433181763,-67.81949190545879,1,81
5.656059741973877,-56.026250432695164,4,1115
6.970880746841431,-34.55143552839604,6,2124
7.365015983581543,-22.80546561754312,11,2285
16.112191677093506,-22.21067573790326,54,8687
17.33631944656372,-21.685211957290676,56,9692
57.367759227752686,-19.406355365544897,166,39293
106.16065955162048,-18.146182708299843,337,73839
366.9110686779022,-17.084565986388792,1196,211185
407.9648959636688,-16.606019349300603,1393,233966
515.8217375278473,-15.807786801971014,1927,298080
750.0623958110809,-15.807786801971014,2862,408298
