t,f,solution,step
2.684173583984375,3.503916668028858,0,4
2.7342007160186768,10.745165868979335,1,15
3.1756701469421387,43.13744556268382,14,147
4.702644348144531,79.06659118513227,64,591
7.474261045455933,90.97189830175415,131,1303
8.122854471206665,98.95894824729898,149,1567
8.566035270690918,192.97520773858017,160,1786
18.166109800338745,217.39134615601898,367,5678
39.49213266372681,379.60896528178097,815,15585
86.56536054611206,649.0619724366978,1654,40508
132.19857668876648,991.8330355194985,2331,70998
152.30624890327454,1023.2113584567438,2543,86995
194.65322852134705,1027.1538805103476,2987,124425
243.6709520816803,1047.3272931570643,3389,169349
349.2097809314728,1070.7953068492757,4014,280939
490.07980251312256,1117.5211788312129,4525,442195
875.0963745117188,1117.5211788312129,5577,897276
