t,f,solution,step
3.5303168296813965,25.438040142883207,0,999
5.703691005706787,32.60267614490949,1,4249
40.56329345703125,35.80176318896766,2,35196
61.50837993621826,37.83497175360904,3,55041
86.35745525360107,37.903604349716616,4,79846
183.39556980133057,39.889575559001464,5,170577
206.6377878189087,42.26257902232797,6,192986
505.48976492881775,43.029150758039464,7,498688
676.8020575046539,43.224370380312756,8,679233
686.8527917861938,44.16258561034008,9,690258
741.1735408306122,46.845575851613674,10,752152
836.58287358284,48.7533046618136,11,861789
944.1882498264313,48.863130619059234,12,982449
961.6784446239471,50.83005480755533,13,1003344
997.8197696208954,57.96401478612633,14,1044902
1015.5644080638885,60.68341170656341,15,1065622
1053.1520447731018,72.49909796614659,16,1110198
1376.2840127944946,72.49909796614659,18,1491288
