t,f,solution,step
5.0328755378723145,-14.510996454911293,0,13
5.150354385375977,-13.865051497636237,1,28
5.532168388366699,-0.6685603684481003,3,69
5.790822982788086,9.741222096356848,4,89
7.996024131774902,12.636895735326444,5,211
11.133963108062744,107.5452973789097,6,485
21.91148805618286,237.33271868927574,7,1685
40.77399182319641,260.9666071036655,8,5579
275.7194709777832,265.96809911239023,52,78857
437.10480260849,351.8151420786886,537,163996
1250.087429523468,351.8151420786886,4971,783207
