t,f,solution,step
2.618734121322632,18.23335444175413,0,1
2.658021926879883,18.274855750840082,1,2
2.696199417114258,45.66039920563225,2,6
2.8682467937469482,54.77422731907122,9,19
2.9740304946899414,55.28721831892995,13,27
3.4919333457946777,64.37958176533651,35,76
4.184002637863159,64.51960600531145,61,133
5.020756721496582,73.93384962844753,92,200
5.7588300704956055,82.78361606281146,101,230
5.911235094070435,83.01184179928677,107,249
10.561259031295776,102.01198145862847,261,603
11.512117385864258,185.13162396081347,297,686
103.04529595375061,221.6236556738799,2825,11670
201.09437036514282,221.6236556738799,5401,26810
