t,f,solution,step
1.1188926696777344,7.0,0,6
1.158839464187622,15.0,1,20
1.2611024379730225,25.0,4,62
1.3302264213562012,34.0,6,103
1.6556549072265625,43.0,16,258
2.0162205696105957,52.0,27,411
2.828580856323242,70.0,54,755
3.8277981281280518,73.0,89,1226
6.1256208419799805,100.0,144,2135
15.85792851448059,110.0,384,6417
17.045992374420166,141.0,404,6864
19.573433876037598,182.0,479,8151
20.970921993255615,277.0,501,8728
25.29790711402893,277.0,601,10196
