t,f,solution,step
2.847689151763916,18.260516727200592,0,1
2.8899288177490234,27.125236792727474,1,3
2.9335415363311768,45.82843907859974,2,7
3.051473617553711,54.9340872827605,6,18
3.6833739280700684,82.9892764370276,30,60
4.074203252792358,92.66024071202315,44,103
20.372989654541016,101.61752154097448,534,1135
21.65498161315918,120.31570936971669,587,1266
24.276914834976196,129.2674816628952,637,1431
32.30794811248779,138.5683471279934,889,2162
35.62510013580322,155.66035994602794,964,2412
46.74707508087158,213.14590758303964,1247,3479
86.40708684921265,220.9178461247149,2308,8814
154.75978112220764,222.421864762688,4145,19251
200.01282238960266,222.421864762688,5342,26805
