t,f,solution,step
8.297138452529907,5.22633695602417,0,4801
61.08849835395813,6.8228654861450195,7,14510
353.7233610153198,6.836337089538574,69,93263
379.8914213180542,7.159386157989502,73,100963
391.3474955558777,7.716831207275391,79,106790
495.4545669555664,10.756501197814941,103,134049
534.8513615131378,22.916841506958008,108,143804
707.6744124889374,24.510169982910156,153,195049
4204.437981367111,24.536497116088867,504,755275
4492.673922538757,24.552074432373047,512,785725
5270.482874393463,25.157649993896484,534,871197
5319.451237916946,25.25836181640625,536,876367
7206.291745424271,25.25836181640625,623,1083488
