t,f,solution,step
3.586975336074829,-846.1095657245274,0,999
4.243009567260742,-335.456954481365,1,1998
10.211961269378662,-215.05381738821123,4,11206
34.875675678253174,357.9004191068301,5,45090
40.31042242050171,914.9680401690545,6,53014
416.03678464889526,1078.8353647927627,7,559063
498.07031536102295,1098.7390177705777,11,671698
557.9269850254059,1304.1634075251357,15,756870
628.8084480762482,1369.0791486267808,19,858943
698.781352519989,1413.7367477082732,33,964681
706.340327501297,1461.9943685799271,35,976681
757.0317950248718,1516.1081171174667,66,1057982
757.6061027050018,1552.060031141036,67,1058981
759.649879693985,1736.8604788090288,68,1062285
828.637363910675,1860.014851045838,99,1167804
1087.866531610489,1927.7027860876947,269,1580128
1125.0990703105927,1927.7027860876947,295,1638773
