t,f,solution,step
3.556988477706909,-1066.452151195062,0,999
4.3045690059661865,-281.93978820307547,1,1998
4.95479679107666,-150.5794619550474,2,2997
6.307780027389526,703.2410040332655,3,4837
216.64728569984436,821.3257328751891,4,179702
283.539644241333,852.7404330817945,7,243990
309.6366972923279,1188.9738508405198,8,267954
315.46592926979065,1344.0411323553378,9,272573
333.8178358078003,1598.99763565171,10,292847
483.53910994529724,1637.9110845434839,12,469651
538.8575041294098,1696.6052675544388,13,538524
651.6590621471405,1717.280645376656,16,673385
656.2691810131073,1747.5685380320394,17,680317
662.4437685012817,1915.3783459695442,18,688195
804.3790192604065,1959.9427214525115,27,871716
1060.9415452480316,1967.610256746571,29,1207552
1125.1000685691833,1967.610256746571,33,1294228
