t,f,solution,step
3.661470890045166,-20.94515982429389,0,8
4.844218969345093,-20.923110522168848,11,811
81.7310688495636,-18.16887405846355,334,48539
104.54082918167114,-16.945428613811448,450,60364
297.56976556777954,-16.525740706799485,1097,134359
322.25094962120056,-15.32565893584078,1210,147951
385.19251775741577,-14.683258672017427,1508,179616
541.8893368244171,-13.418364800224037,2263,236052
569.8909442424774,-12.847237994757773,2441,249265
726.6591811180115,-11.0509351102641,3226,297124
750.1665029525757,-11.0509351102641,3438,305590
