t,f,solution,step
1.0171637535095215,-1623.5941171704762,0,199
1.1439323425292969,-1401.7312987071289,1,398
1.551990032196045,-1325.907700740663,2,754
2.2425458431243896,-1160.2473031738502,4,1633
2.4129490852355957,-962.5339156293113,5,1875
3.4651992321014404,-855.0936958909425,6,3075
7.086414337158203,-845.8450528156516,8,6571
7.310271739959717,-827.5074376309852,9,6859
7.625415563583374,-644.3905085639248,10,7214
36.600136280059814,-2.828130690710709,11,29707
162.91816020011902,-1.721155850280194,12,71342
195.35781502723694,-0.6568197434315172,13,82260
250.02285599708557,-0.6568197434315172,15,98933
