t,f,solution,step
3.502903938293457,-12.424985899166003,0,999
4.440013408660889,8.990899741745483,1,2389
5.60892915725708,26.0452630076051,2,3997
24.106761693954468,30.982901514602965,6,32429
30.709414958953857,35.99818599375558,7,41304
32.0579948425293,37.96760951214664,8,43357
68.79057049751282,124.26259312249356,10,93451
82.44275283813477,129.58641576147926,11,112758
308.39870500564575,132.0115366679712,12,420401
567.3464348316193,223.77241672826307,13,780835
869.7496104240417,269.53325251352857,14,1198697
1189.0740337371826,278.3691691390741,26,1651907
1208.644376039505,284.1223551044322,29,1681147
1243.9144325256348,338.6832427630108,32,1734310
1375.1011669635773,338.6832427630108,39,1927411
