t,f,solution,step
1.0202710628509521,-1579.2047750104518,0,199
1.1435604095458984,-1308.9138647872014,1,398
1.5605971813201904,-1167.475424427469,3,796
2.9216692447662354,-1010.9650013388234,14,2985
11.842175960540771,-939.4578381244474,86,17313
17.66244411468506,-749.5258486325185,130,26069
26.506588459014893,-743.0756304335182,202,40397
67.39757084846497,-516.9291179605351,530,105669
94.80838871002197,-230.89898901132958,746,148653
183.18863320350647,-0.7069030961446429,1423,283376
250.09953117370605,-0.7069030961446429,1937,385463
