t,f,solution,step
2.8616526126861572,12.63235939087311,0,14
2.917844772338867,37.495394535678784,1,35
3.1607773303985596,43.091757735377854,5,97
3.429269552230835,49.34117925839984,6,160
7.694036960601807,86.5250511703969,15,884
11.820467710494995,154.8596923654375,48,1897
15.32466745376587,159.9204064723409,68,2616
24.529629707336426,167.32163944683296,180,5481
47.319435358047485,167.56992596792244,470,12975
104.53013253211975,176.22979835903834,1360,35688
762.7115361690521,181.52709035764804,6685,535489
875.0452346801758,181.52709035764804,7662,629845
