t,f,solution,step
3.5557684898376465,-781.4435438161713,0,999
4.790873289108276,-682.7271409534685,1,2612
5.4346537590026855,-511.4502778173071,2,3611
7.50740909576416,-467.9236553327159,4,7022
8.081212043762207,-362.001683650782,5,8021
8.934469938278198,-264.38348106738806,6,9340
20.8021821975708,-130.47625971958894,7,27601
30.900861740112305,-19.1617033026657,8,43425
65.87246227264404,59.337772241629246,9,91749
102.1648781299591,621.5455075750468,11,139903
170.6018581390381,626.9593332822202,13,235054
392.40834045410156,908.739410004065,14,533453
659.6325476169586,970.2439292177868,26,905296
757.945330619812,1051.2343765237445,35,1042882
766.2598421573639,1424.898710908653,36,1055307
816.8595750331879,1514.9832962339558,37,1129520
985.3669152259827,1590.1382587985638,44,1380576
1020.2405886650085,1670.341004077121,47,1434249
1119.772653579712,1766.0129145841386,58,1582389
1125.1825640201569,1766.0129145841386,60,1587938
