t,f,solution,step
3.9308927059173584,4.6466193199157715,0,4801
5.357629299163818,5.0,1,9602
62.718220710754395,5.057513236999512,6,33607
72.52054166793823,5.212896823883057,12,62413
77.3202760219574,6.1865620613098145,13,67214
109.96759390830994,6.401778697967529,15,76816
289.9551920890808,7.00897216796875,25,124182
371.07625794410706,9.072919845581055,39,191396
410.13593316078186,22.182109832763672,44,215401
1213.3930022716522,22.676876068115234,102,492893
6236.710247755051,23.012432098388672,413,1972075
7099.226645708084,23.37363052368164,493,2341197
7206.155286550522,23.37363052368164,503,2384406
