t,f,solution,step
2.804884910583496,18.275187360703427,0,1
2.874218702316284,36.636354931916834,2,5
2.9437270164489746,54.87592227393704,4,12
3.068850040435791,55.204289578485195,8,22
3.1644322872161865,64.27230696886949,11,30
3.4388222694396973,82.8535815101819,21,63
6.729866981506348,83.39741552238218,124,282
7.063381910324097,101.44577553774016,137,319
11.225886344909668,138.42386463280602,284,662
16.90822720527649,175.859422710046,468,1078
84.54763603210449,203.8897602656284,2359,9065
122.20806527137756,211.94205008332682,3356,14907
152.37157654762268,212.1933055606404,4188,19921
189.04055404663086,220.82929276515048,5131,25956
200.0218381881714,220.82929276515048,5437,27845
