t,f,solution,step
2.8623929023742676,73.5507100788876,0,7
3.69637131690979,73.69369196493548,28,77
4.238959789276123,73.69504397899043,47,120
6.929239988327026,73.7041470180081,129,279
9.767802476882935,129.15482827924635,220,525
29.922194957733154,157.32294283077565,825,2083
80.58877444267273,166.23186330845542,2174,7387
96.72286534309387,185.29848965172602,2612,9749
165.66538000106812,193.71309121632532,4459,20325
195.2498424053192,194.2411914524527,5207,24864
200.01637864112854,194.2411914524527,5363,25798
