t,f,solution,step
3.00065541267395,69.10676400942697,0,44
3.8277699947357178,73.25857416595085,4,229
4.237121820449829,77.65698560604889,6,344
9.613826274871826,84.71493894259214,49,1635
11.777362823486328,167.90722290252623,70,2266
52.8783597946167,170.6765019808136,516,15973
74.16731357574463,170.8008245039113,809,25600
89.68585968017578,171.43511498899971,1007,33764
97.9523253440857,173.22273567085853,1138,39357
160.49363446235657,173.62222405485085,1728,81733
174.6954472064972,173.7700137549239,1844,91964
188.30647087097168,176.08216997510013,1924,100975
284.25985074043274,179.2937604597906,2345,168985
513.9101495742798,181.26021916123815,3151,334803
739.5206253528595,194.98365793241368,3907,495814
742.7694063186646,196.1473717402011,3929,498317
750.0757913589478,196.94737629551565,3951,503319
875.0459976196289,196.94737629551565,4306,588325
