t,f,solution,step
0.9469656944274902,-1380.8424181602984,0,199
1.074049711227417,-1302.3184052041915,1,398
1.5537149906158447,-1234.9735483529273,4,995
1.7694716453552246,-1204.63383658265,6,1393
2.4379794597625732,-1193.2114618886433,12,2587
3.109006404876709,-1190.6041044202839,18,3781
3.478370189666748,-1069.8953606352381,21,4378
4.25523829460144,-949.1615740528705,28,5771
10.702680110931396,-754.2775392568165,82,16517
21.28201913833618,-720.2700923210567,139,32867
52.3115496635437,-481.1348684723412,301,81320
182.30385613441467,-1.0587644229979203,362,274577
250.05286145210266,-1.0587644229979203,364,361009
