t,f,solution,step
2.9459269046783447,-0.24445352408625176,0,5
2.9885482788085938,0.8262685244256411,1,9
3.0257861614227295,1.8079195816807652,2,15
3.708535671234131,2.10195362393904,21,313
3.8962490558624268,14.440010035364864,27,365
5.763403654098511,94.48113536257087,82,1121
11.936878442764282,269.7945641414861,203,3122
17.005297422409058,282.720817862039,304,5417
26.266040086746216,302.1404215656828,434,10195
29.113150119781494,365.20964189251185,466,12172
71.68014025688171,389.7503730792905,757,50341
86.96872663497925,469.04603377567,813,65015
432.38640904426575,532.4874888573514,2022,402832
777.2910797595978,622.3273848024818,3120,754517
798.3967623710632,648.8471295955186,3194,777896
912.1040952205658,686.711960357893,3554,898972
966.3232643604279,808.0169846580893,3729,956686
1250.0129795074463,808.0169846580893,4567,1256813
