t,f,solution,step
3.527759075164795,-828.861751173932,0,999
4.114768743515015,-639.4048096365899,1,1998
4.711704254150391,-375.36697751320094,2,2997
6.0932457447052,-65.52348310686082,3,5192
51.410968542099,195.4325820807199,4,46130
156.2055163383484,236.34190227950225,5,128272
380.85105895996094,452.33227779691765,7,339175
386.0851912498474,1218.986795683789,8,345742
451.67469334602356,1331.0557560711277,9,419739
506.29497933387756,1629.863505563027,11,487034
536.817045211792,1671.3512970551542,13,523582
790.5227575302124,1934.379263268946,14,838126
876.1131355762482,2068.304734963245,15,951236
944.9681389331818,2140.0500826612747,16,1036864
1125.0171167850494,2140.0500826612747,21,1282650
