t,f,solution,step
2.725109100341797,27.131472256917803,0,2
2.7853341102600098,27.169190989732307,2,5
2.9747610092163086,27.276901781230734,8,13
3.018378257751465,64.3862708321672,9,19
3.7590885162353516,64.5175756411107,34,68
3.88602876663208,83.03869260843848,38,81
4.705622911453247,83.30348319592711,72,146
19.93510913848877,101.52381970513788,550,1238
32.59702157974243,147.66952653656412,903,2188
45.50257086753845,148.20155252777863,1234,3190
90.31067991256714,194.4779273882901,2481,8710
158.1314821243286,259.16851844417147,4310,19247
200.0186951160431,259.16851844417147,5429,26043
