t,f,solution,step
20.96047854423523,230,0,1596
33.6083025932312,231,1,3081
105.85152554512024,235,6,81247
120.032235622406,327,7,82900
149.2192943096161,341,9,105031
234.79705667495728,456,15,135177
619.5414493083954,461,39,289009
1322.5208764076233,554,88,687219
1409.363340139389,554,96,757750
