t,f,solution,step
2.9113988876342773,18.269955210007122,0,1
2.953711986541748,18.313029562497125,1,2
2.992187976837158,45.726660878343125,2,6
3.057886838912964,54.991758268369225,4,15
3.211942434310913,73.76350687831594,9,32
3.447808265686035,73.77878491307753,17,59
7.528968811035156,74.05199597318128,144,352
7.689765453338623,137.8928570695201,149,376
39.27866816520691,157.24631199405357,1048,2694
55.727874755859375,176.06782966360313,1497,4350
76.5953757762909,202.4129081085356,2051,6746
83.98613405227661,212.20377525961567,2203,7458
167.31951713562012,212.42733413372073,4437,20685
174.72241067886353,248.95436086460754,4609,21734
200.35016798973083,248.95436086460754,5301,25856
