t,f,solution,step
17.170295000076294,3.2524898052215576,0,4801
29.63571286201477,4.257664680480957,1,7204
49.83714938163757,6.1427178382873535,3,14408
78.39069747924805,6.254946231842041,13,38504
112.37919402122498,6.284200191497803,18,52972
159.58561420440674,7.764896869659424,20,60176
385.84339690208435,12.651472091674805,58,152212
668.2963905334473,13.312442779541016,103,273762
990.3544974327087,13.488285064697266,149,390817
1038.2901651859283,18.680023193359375,152,402311
1175.7996635437012,21.59027671813965,168,447696
1901.8134877681732,23.46283721923828,220,609947
2468.4106497764587,23.7654972076416,257,735374
3128.257008075714,23.863088607788086,305,873870
3307.932950258255,24.09441566467285,316,908860
4368.6926147937775,24.671451568603516,377,1105188
5317.885089635849,24.8394775390625,422,1291979
7214.886341571808,24.8394775390625,535,1667444
