t,f,solution,step
5.108354330062866,-48.4363397736348,0,15
5.203328371047974,-43.19027774097532,1,31
5.653670310974121,-21.97465929775445,2,254
34.63028645515442,-19.34670984414292,88,7555
77.02128028869629,-17.69855068848005,305,24378
85.2974922657013,-16.359003660569986,352,27671
161.4965660572052,-15.41526833836819,842,60004
206.12781023979187,-13.339963398255833,883,62161
282.8093252182007,-13.123440890261879,1327,89667
310.79618191719055,-11.598538250745644,1517,98434
751.5493545532227,-11.598538250745644,4010,202912
