t,f,solution,step
2.9835243225097656,0.9615745938614428,0,9
3.1647422313690186,2.9337168802655036,5,56
3.6270737648010254,6.671451039392943,16,304
4.554590702056885,12.111160532922689,43,732
7.841890811920166,135.46709290009798,118,1817
8.741662740707397,159.21331569632923,139,2350
15.673503875732422,308.03502848516183,297,5897
19.242353439331055,442.7811927327909,354,8207
30.421090602874756,455.81801623804256,505,14648
31.447087049484253,483.60380368682627,517,15572
58.287644386291504,611.7509654306746,790,39661
92.77467608451843,683.0439163853179,1035,72885
98.87235808372498,963.390808522769,1081,79732
107.18076610565186,998.2579115718662,1125,86518
124.54138445854187,1034.384646924616,1224,103704
134.83019304275513,1067.0683437209434,1288,114423
595.8564736843109,1078.3468876709774,3271,617850
647.7935175895691,1123.3006003477678,3400,679171
845.817551612854,1132.4228117786133,3842,911878
880.386214017868,1151.733828720635,3906,954046
1250.0939407348633,1151.733828720635,4592,1392200
