t,f,solution,step
0.9538609981536865,-1673.1907338138096,0,199
1.0798923969268799,-1563.3967131404845,1,398
1.4064035415649414,-1311.121456114402,2,597
1.6441614627838135,-1253.758400838923,3,963
2.0596015453338623,-1128.4312528197663,6,1690
2.6009981632232666,-1127.306877974693,9,2658
2.9817464351654053,-961.1313726194728,10,3243
4.121746778488159,-955.4734169747165,15,5014
4.586198568344116,-882.2961563211113,16,5619
6.9676194190979,-844.7513810384039,20,9071
10.453285455703735,-840.2145118579925,23,13283
30.402848720550537,-761.5775407553823,37,40818
35.34601140022278,-536.4164367232511,38,47254
245.64033389091492,-481.49911647343004,43,311125
250.03026700019836,-481.49911647343004,45,315463
