t,f,solution,step
2.829465389251709,18.258299599792224,0,1
2.8692169189453125,18.286933968147846,1,2
2.9603140354156494,36.62676349807585,4,7
3.080366373062134,55.05450216789407,8,15
3.4132542610168457,55.47547010575173,20,35
4.015504360198975,73.91292280971993,44,83
4.648330211639404,92.19071362341586,68,148
11.25134539604187,92.56905008918827,280,609
13.552486419677734,100.40880731608871,330,741
32.99681282043457,101.64651895281764,915,2163
33.484116077423096,110.49663193636644,933,2219
36.25598645210266,110.59432927372322,1021,2482
49.08347797393799,110.86273854678984,1362,3610
54.92935013771057,164.86029586024713,1516,4229
61.277848958969116,194.0038846501498,1708,5085
68.59577417373657,240.7430729866322,1910,6119
200.716068983078,240.7430729866322,5401,26754
