t,f,solution,step
2.898054838180542,-12.541505268036982,0,9
2.9611291885375977,-0.9055695810831457,1,19
3.121516466140747,5.580446788322625,2,47
5.674235820770264,22.913236601114825,5,459
6.742090463638306,281.7034152973046,6,657
77.44697189331055,286.49149729879304,34,30044
98.4041383266449,298.8960226872368,63,40170
416.5108497142792,321.8320004152952,1134,256287
485.95261788368225,401.2483307459037,1342,305336
1190.8256220817566,406.8143526121841,3008,742775
1250.0103878974915,406.8143526121841,3062,774051
