t,f,solution,step
3.377063035964966,-184.72242471233739,0,999
4.553178548812866,78.20852129477888,2,2997
121.92293930053711,402.09342916099564,199,199800
195.19973993301392,492.0462756714525,322,322677
306.9091246128082,547.1423669508358,508,508491
741.9417240619659,558.7740403629069,1230,1229769
810.5060408115387,605.7450165526218,1345,1344654
906.6442201137543,688.2610556293619,1506,1505493
931.0082123279572,763.6633747382524,1547,1546452
931.59503698349,766.6677956575908,1548,1547451
1054.3626244068146,1103.479954344158,1753,1752246
1125.5275642871857,1103.479954344158,1872,1870128
