t,f,solution,step
4.701772451400757,-96.65596393931384,0,29
4.80287504196167,-74.79498985698602,1,50
4.922298908233643,-66.44663109094996,2,67
5.5924811363220215,-36.436097804203364,6,283
5.722292423248291,-29.72502102440086,8,303
5.867434740066528,-22.875610943289068,10,326
9.50208854675293,-20.821545096766116,43,1652
10.109845638275146,-19.850615569919054,49,1921
84.91177749633789,-19.77674031056739,412,21276
95.09934878349304,-15.230567333890146,473,24651
208.53541684150696,-15.100813428469541,899,43949
245.56817984580994,-14.162413153753505,1116,53297
246.06547904014587,-10.999221704271362,1121,53466
768.5607295036316,-10.999221704271362,3956,141008
