t,f,solution,step
1.0809824466705322,-1467.2530105720532,0,199
1.201178789138794,-1368.121047018389,1,398
1.5695364475250244,-1353.5991349542671,3,796
1.8011882305145264,-1272.85590721723,5,1194
2.9868526458740234,-1042.2578542436922,15,3184
3.664421558380127,-896.3394245573891,21,4378
6.313950061798096,-728.8349317689648,42,8557
27.397559881210327,-719.6480451930197,160,42202
91.67882347106934,-717.6446826472509,512,140374
111.06168055534363,-588.4275686948098,625,171565
250.0595407485962,-588.4275686948098,877,379923
