t,f,solution,step
3.905616044998169,-539.5395980230131,0,999
6.506033182144165,-523.1894590738499,1,4727
8.394118785858154,-130.7685398925853,2,7021
9.876553058624268,-71.22394775126192,3,8860
85.44967770576477,797.8170139466093,4,78166
333.3441743850708,834.4351012920705,5,296752
596.3204560279846,898.3187952503362,6,583031
663.5601453781128,1129.5079881218453,7,655917
669.0070853233337,1251.0367521336723,8,662349
819.2727584838867,1320.566362947656,9,853787
914.9977262020111,1383.9664027361482,10,987384
1125.061350107193,1383.9664027361482,12,1263413
