t,f,solution,step
2.889012575149536,3.305918910912235,0,4
2.931138753890991,4.370766583961251,1,8
2.9735121726989746,5.859314827879107,2,16
3.1087348461151123,6.518970277136402,6,37
3.370508909225464,95.59331116532898,8,139
7.79294228553772,105.01872127514258,40,1205
15.716652870178223,113.42372285815723,101,3048
30.26425790786743,170.56660060835094,245,7588
68.82796120643616,170.58702278107037,800,23868
86.7020993232727,171.41127529829427,1026,33503
119.22676086425781,172.1425345653446,1330,53591
134.06909108161926,172.44789470910015,1423,63479
142.24778628349304,173.7223666675112,1503,70226
262.2051100730896,190.1473895769298,2487,163560
875.0240631103516,190.1473895769298,4957,594869
