t,f,solution,step
3.0481584072113037,-2.6747323130605407,0,4
3.179309368133545,-1.6604551828964187,1,63
3.665766477584839,1.7449346937035755,2,121
4.289501190185547,13.77311236759877,4,218
10.276895999908447,217.7850927587132,5,1108
30.278977632522583,275.13631384428487,7,5062
810.9524955749512,277.22744562284277,2507,453549
857.6558713912964,296.3648049666954,2716,485945
896.6716818809509,307.6930342234312,2919,514766
960.3345141410828,315.33558333262647,3188,560082
982.8289241790771,319.8882332560047,3263,575123
1124.9125032424927,324.6468359896866,3801,676032
1207.5379662513733,339.9967827174352,4031,731040
1250.0404546260834,339.9967827174352,4186,762201
