t,f,solution,step
3.111020803451538,-18.42510315227437,0,999
4.266210079193115,-18.262276642981373,1,2646
4.962238788604736,-16.328625245002414,2,3645
5.6964569091796875,22.54389115529584,3,4644
7.325788259506226,23.890201026646288,4,6737
8.131037712097168,32.240085636740744,5,7837
24.884523630142212,34.126295783855596,6,24334
31.599923849105835,36.25538122299139,7,30461
52.69440960884094,37.609598468688226,8,50506
124.87701320648193,46.129532972858314,9,119058
474.7255082130432,51.207197506347356,10,515698
1375.0322830677032,51.207197506347356,12,1599611
