t,f,solution,step
1.0827264785766602,-1387.9461153043185,0,199
1.2296018600463867,-1333.1620453287305,1,398
1.9933123588562012,-1271.4622666392638,4,1389
2.231849431991577,-1180.2662617265978,5,1749
2.448873281478882,-956.7859068624497,6,2122
3.938499689102173,-949.8609110636326,7,3999
4.6669769287109375,-718.261553981915,8,4951
7.803416967391968,-717.8630901670278,9,6304
13.321095943450928,-536.7060288602394,10,9089
74.6782078742981,-1.6837011722826687,12,31343
197.66241693496704,-0.717314002700053,13,71794
250.02568936347961,-0.717314002700053,15,87944
