t,f,solution,step
3.5495927333831787,21.782043664682067,0,999
4.424397230148315,25.538267533771556,1,2503
12.834885835647583,31.422410694978478,2,15803
22.462459564208984,39.06621097067401,3,30488
102.25656771659851,56.575865061873095,5,156208
145.11306309700012,74.75751411614195,8,222089
189.62118673324585,81.80324236190096,11,291620
597.4135177135468,187.465863639235,12,921927
765.4331545829773,193.19597023893732,14,1178338
1064.7296478748322,285.8295575619433,28,1650609
1346.7663223743439,304.0391676081715,73,2097047
1375.4888234138489,304.0391676081715,87,2144579
