t,f,solution,step
4.247373342514038,-121.15277030015993,0,34
4.309545278549194,-30.50109909419287,1,42
4.410715341567993,-25.22372147994052,3,60
7.476562023162842,-18.303719287295095,18,1399
15.247897148132324,-17.57511059996161,64,4123
28.977009296417236,-16.65279251057383,141,9402
120.87459516525269,-14.49862821693523,744,49530
213.85200214385986,-13.937222492109669,987,67139
317.6087806224823,-13.677548262146278,1622,103635
435.217205286026,-12.053748228494312,2124,131655
693.5222628116608,-10.323754160132221,3623,192325
750.039760351181,-10.323754160132221,4092,205820
