t,f,solution,step
1.0835039615631104,-1346.792593722904,0,199
1.469240427017212,-1185.364058420294,2,597
2.092618227005005,-1063.7656940267932,6,1531
2.5297932624816895,-1057.4815144154954,9,2224
5.436297416687012,-961.8742564263562,23,7100
10.423715591430664,-838.5730103149078,36,14816
22.868157863616943,-764.9901931755307,44,31580
45.53690457344055,-719.5453830241446,51,60929
73.3530387878418,-710.7083245487534,66,97449
73.47164797782898,-704.0517115083813,67,97648
94.67744898796082,-129.64207822443905,72,121874
250.00645923614502,-129.64207822443905,74,289188
