t,f,solution,step
3.390974760055542,-822.2421335557235,0,999
3.9991562366485596,-498.64882668173004,1,1998
5.491028785705566,-209.03811771982853,2,4727
9.491719722747803,-202.029296823487,3,10598
16.419867753982544,388.90359651426945,4,20820
33.618354082107544,560.1303595257333,5,45375
40.578511238098145,656.1926491127597,6,54730
118.36120510101318,735.3896395158224,7,162180
161.36172080039978,785.5441383450882,9,221410
256.7180366516113,861.8099586514854,11,352986
295.40896821022034,1225.8750730980887,13,404311
362.126407623291,1570.890614131219,17,495485
558.0324885845184,1758.6402920028866,31,781101
697.238710641861,1811.7392793345625,71,998004
1125.2511773109436,1811.7392793345625,260,1667097
