t,f,solution,step
0.9613757133483887,-1741.1191064705959,0,199
1.102294683456421,-1457.338180715852,1,398
1.39320969581604,-1332.5946777392267,2,597
1.505889654159546,-1304.268728849355,3,796
1.76302170753479,-948.3888724812239,5,1219
4.0679473876953125,-717.3202763308934,7,4073
132.62487077713013,-674.4485972946429,14,118549
146.5408070087433,-3.755378970472301,15,124535
153.22481322288513,-2.29543842715265,16,126580
236.73457551002502,-0.6053793140479446,17,154409
250.01639771461487,-0.6053793140479446,19,158581
