t,f,solution,step
2.9971506595611572,2.614582987888791,0,19
3.0458366870880127,5.589665898792309,1,27
3.093130588531494,5.842986679079714,2,35
3.191399335861206,61.79464160452732,4,77
4.8874289989471436,61.89481223546497,54,716
5.2690722942352295,131.60299135711347,63,907
8.811928033828735,742.5337806190771,139,2533
55.27485942840576,1018.4141124820798,1033,26384
211.7268362045288,1031.1121727848274,3131,140293
265.47956562042236,1048.1219519944243,3614,189334
319.65814423561096,1090.376862152102,4022,244735
875.0207617282867,1090.376862152102,6632,866107
