t,f,solution,step
3.43634295463562,-14.194521446142094,0,999
4.082226991653442,-12.60697723115473,1,1998
4.72293496131897,2.2489650911577557,2,2997
7.9837236404418945,14.175066614125274,7,7992
9.676552772521973,19.582173221487583,10,10989
14.375482559204102,33.214474493180546,18,18981
31.87807607650757,38.196414974650835,46,46953
74.00141739845276,52.32169016993265,113,113886
101.10360336303711,93.47091172347197,157,157842
499.8476285934448,171.34252426339873,802,802197
1375.4949977397919,171.34252426339873,2211,2208789
