t,f,solution,step
12.65283751487732,188,0,666
53.921430587768555,198,8,4364
68.38768196105957,272,11,8703
83.64994835853577,624,14,15313
179.92819595336914,690,31,535039
466.303480386734,710,86,594765
564.0313189029694,715,104,657755
1146.7865583896637,822,212,873252
1400.265634059906,822,277,958085
