t,f,solution,step
3.41457462310791,26.708957351853215,0,999
4.62213134765625,41.87051424440576,1,2567
190.04325604438782,43.70942413482268,2,195696
691.5166840553284,44.17582348615332,3,729995
693.0707161426544,45.26430105857904,4,732062
711.8577330112457,45.96379695376383,5,755181
712.7678928375244,46.12930201769824,6,756491
766.514533996582,46.21500997499482,7,825278
811.7889256477356,46.256218717694296,8,881841
847.8864619731903,46.44084661733918,10,929032
897.2072196006775,49.95157323275594,11,991833
935.9252078533173,60.72610203123409,12,1039806
1209.3293824195862,68.7526017706103,13,1386669
1223.4907839298248,76.11493820454066,14,1405336
1375.1447110176086,76.11493820454066,16,1598209
