t,f,solution,step
1.6002585887908936,5.0,0,4801
7.521105766296387,5.024194717407227,1,9602
16.48647117614746,5.258496284484863,4,24005
90.65547323226929,6.597044467926025,7,38408
352.87204027175903,6.63037109375,32,158433
585.7405667304993,8.336762428283691,54,264055
799.8781428337097,8.445219993591309,70,340871
1278.55517745018,9.408549308776855,109,511543
1531.6025202274323,11.258289337158203,125,575654
1559.297751903534,22.989517211914062,128,582746
5546.230188846588,23.30638885498047,342,1563457
6532.823781490326,23.54277992248535,372,1707487
7217.83754658699,23.54277992248535,406,1865920
