t,f,solution,step
1.0520200729370117,-1510.2011395555999,0,199
1.1833293437957764,-1384.3746287937247,1,398
1.5795047283172607,-1381.1851010111425,3,796
2.1482999324798584,-1061.2906799298676,7,1592
2.3908865451812744,-1035.378198887573,9,1990
4.607651948928833,-993.3324361060058,27,5572
8.968282222747803,-942.6766869425662,65,13134
9.912199974060059,-846.9598626602544,73,14726
26.44231605529785,-812.6398572578112,182,40166
28.59031915664673,-593.9421341483447,201,44323
251.0246901512146,-593.9421341483447,585,373935
