t,f,solution,step
1.0147778987884521,-1731.953221801964,0,199
1.1496984958648682,-1089.0921597772726,1,398
2.2522666454315186,-990.5178420452739,5,1902
4.270686626434326,-848.7941020847778,11,4945
5.4175426959991455,-817.2907149350899,13,6402
27.85919451713562,-725.5721285056007,25,36216
31.78871464729309,-718.3252957349488,27,41901
44.1238751411438,-4.0368437146078495,32,57515
152.71283078193665,-2.9725566356111854,33,149977
185.93135809898376,-1.1784569837370047,34,178356
186.94134545326233,-0.39460487522676474,35,178956
250.04085969924927,-0.39460487522676474,37,233168
