t,f,solution,step
3.5073251724243164,29.09889857111609,0,999
5.430886268615723,41.80826513064696,1,3860
170.87438082695007,42.78739125361476,2,171640
197.5967140197754,43.27159010053299,3,197491
465.3282470703125,45.20599178536148,4,478581
742.5306079387665,45.33300742930509,5,760418
754.4583961963654,45.41171392145484,6,772066
956.6296136379242,45.77759568924398,7,984227
987.7200658321381,45.99912916721954,8,1015083
1033.2858774662018,47.54282758697572,9,1064248
1285.1549544334412,47.96605619219839,10,1358129
1317.5097150802612,51.06536605148954,11,1394022
1375.0470180511475,51.06536605148954,13,1462628
