t,f,solution,step
2.7940261363983154,27.267647025722876,0,2
2.8320484161376953,55.3157717705016,1,7
3.6039483547210693,64.476761778939,19,49
4.5900702476501465,64.53705143119414,56,137
4.6517088413238525,83.13555930877274,58,146
4.784032583236694,83.13651728560491,63,164
17.668123960494995,83.23523142510281,428,956
24.63179349899292,92.28354468595059,640,1516
30.350231409072876,101.72193365448487,818,1957
31.256874322891235,102.01921882881109,851,2066
34.08468770980835,110.74461370031001,913,2238
49.66164779663086,137.3948480658904,1324,3648
64.558429479599,138.77269725203413,1775,5554
73.65298748016357,157.36929995652994,2016,6672
93.50484871864319,184.07376962367007,2541,9295
105.01461887359619,221.57051377704187,2865,10940
199.41148972511292,222.0600824887087,5337,25385
200.01482439041138,222.0600824887087,5361,25520
