t,f,solution,step
3.431353807449341,-5.733047090678773,0,999
7.924181699752808,26.187486086260048,7,7992
11.73683786392212,30.093667310276267,13,13986
33.915555477142334,59.25841516114842,49,49950
139.73788046836853,84.39817760010192,218,218781
280.69577407836914,121.68241130164294,439,439560
625.6473686695099,128.79681838262383,979,979020
820.278874874115,181.61414342247656,1282,1281717
840.6380913257599,204.2411042777624,1314,1313685
1375.5333681106567,204.2411042777624,2158,2155842
