t,f,solution,step
14.300339937210083,72,0,990
21.816343784332275,90,1,1126
37.62609386444092,125,3,4361
53.55659770965576,450,5,10560
177.83148455619812,456,21,42738
316.49248576164246,690,38,704487
535.786062002182,708,65,1115379
1124.9051775932312,809,145,1853161
1400.8423490524292,809,183,2121132
