t,f,solution,step
3.2161879539489746,-19.081969290465732,0,999
3.7883856296539307,-14.431296526577906,1,1998
6.026185035705566,-13.272748987600135,5,5994
7.145321369171143,11.693480074791143,7,7992
7.718600273132324,14.66444365336787,8,8991
8.294378519058228,15.576467334367216,9,9990
10.197849035263062,27.40509664432334,12,12987
16.415347814559937,34.73559700406909,22,22977
20.114895820617676,38.51171904292065,28,28971
33.75749373435974,40.462547604565536,50,50949
43.12134671211243,46.889883049367604,65,65934
108.74777054786682,53.258403433173896,172,172827
377.3925642967224,151.35890245763932,603,603396
975.4658854007721,170.74797707642838,1558,1557441
1375.3926208019257,170.74797707642838,2194,2191806
