t,f,solution,step
1.0789313316345215,22.0,0,21
1.3174629211425781,23.0,7,100
1.384209156036377,28.0,9,136
1.6911828517913818,45.0,18,271
2.57666277885437,56.0,45,706
4.68504524230957,127.0,100,1523
6.400659799575806,132.0,151,2613
17.69806933403015,293.0,426,7076
25.13690686225891,293.0,601,9925
