t,f,solution,step
45.47160220146179,4.314126491546631,0,4801
48.136313676834106,5.273188591003418,1,9602
95.62472224235535,6.974191188812256,22,15109
3132.133932352066,7.020969867706299,42347,792811
3163.2989706993103,7.1318254470825195,42805,799421
3219.4686229228973,7.212263584136963,43336,815543
3300.046609401703,7.232354640960693,43821,839237
3416.013536453247,7.869601249694824,44138,873971
3430.41384267807,8.081334114074707,44265,878134
3434.5582070350647,8.081745147705078,44300,879316
7200.194907903671,8.081745147705078,61574,1994529
