t,f,solution,step
2.81205415725708,18.27430173612626,0,1
2.9279379844665527,18.299207487834234,4,5
3.0001111030578613,36.5557576976941,6,9
3.0415000915527344,45.84329963812196,7,13
3.2101874351501465,54.99802066722236,13,24
3.3803763389587402,55.258818357666655,19,36
4.277355670928955,73.88228144652223,56,100
4.807138204574585,166.3330632304638,76,167
41.316675901412964,175.96946529463395,1104,3003
111.61114048957825,202.94629896947242,3011,12411
156.14136791229248,231.16095806426344,4211,19156
200.25168681144714,231.16095806426344,5401,26285
